year,month,temp,total-error-variance,high-frequency-error-variance,low-frequency-error-variance,bias-error-variance,diagnostic variable,diagnostic variable,diagnostic variable
1852,9,-0.314916,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1852,10,-0.336726,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1852,11,-0.333965,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1852,12,-0.419092,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1853,1,-0.339368,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1853,2,-0.501467,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1853,3,-0.517868,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1853,4,-0.522450,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1853,5,-0.464965,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1853,6,-0.395004,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1853,7,-0.330345,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1853,8,-0.322629,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1853,9,-0.412004,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1853,10,-0.427916,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1853,11,-0.422256,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1853,12,-0.553369,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1854,1,-0.566392,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1854,2,-0.530200,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1854,3,-0.415153,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1854,4,-0.557981,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1854,5,-0.419048,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1854,6,-0.395775,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
