year,month,temp,total-error-variance,high-frequency-error-variance,low-frequency-error-variance,bias-error-variance,diagnostic variable,diagnostic variable,diagnostic variable
1894,12,-0.517312,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1895,1,-0.667307,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1895,2,-0.713441,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1895,3,-0.678960,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1895,4,-0.533910,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1895,5,-0.509772,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1895,6,-0.500297,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1895,7,-0.450932,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1895,8,-0.436096,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1895,9,-0.377795,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1895,10,-0.382022,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1895,11,-0.426407,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1895,12,-0.405067,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1896,1,-0.487991,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1896,2,-0.394910,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1896,3,-0.518575,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1896,4,-0.471750,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1896,5,-0.396537,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1896,6,-0.389456,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1896,7,-0.312569,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1896,8,-0.324508,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1896,9,-0.302667,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1896,10,-0.226914,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1896,11,-0.343632,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1896,12,-0.317039,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1897,1,-0.383688,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1897,2,-0.455189,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1897,3,-0.502613,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1897,4,-0.257746,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1897,5,-0.231992,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1897,6,-0.421808,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1897,7,-0.352161,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1897,8,-0.340892,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1897,9,-0.323190,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1897,10,-0.358719,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1897,11,-0.465781,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1897,12,-0.525563,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1898,1,-0.315721,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1898,2,-0.559080,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1898,3,-0.830950,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1898,4,-0.596083,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1898,5,-0.532364,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1898,6,-0.464684,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1898,7,-0.472916,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1898,8,-0.500233,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1898,9,-0.507664,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1898,10,-0.624414,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1898,11,-0.603422,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1898,12,-0.478793,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1899,1,-0.554180,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1899,2,-0.648837,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1899,3,-0.665141,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1899,4,-0.559218,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1899,5,-0.519317,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1899,6,-0.548961,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1899,7,-0.404156,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1899,8,-0.316046,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1899,9,-0.299010,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
1899,10,-0.334796,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000
